,player_id,last_season,current_club_id,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,agent_name,domestic_competition_id,goals,assists,minutes_played,yellow_cards,red_cards,total_appearance,market_value_usd
3878,3878,2019.0,18303.0,Ukraine,Ukraine,1991-09-22,Midfield,Defensive Midfield,Right,175.0,GG11 s.r.l.,UKR1,11,3,12561.0,32,0,166,608850.0
6566,6566,2020.0,931.0,England,England,1995-01-27,Midfield,Central Midfield,Right,181.0,Unique Sports Group,GB1,0,2,3359.0,5,0,54,11070000.0
6780,6780,2018.0,6676.0,Greece,Greece,1990-02-20,Attack,Centre-Forward,Right,189.0,Pavlos Topidis,GR1,48,7,11417.0,17,0,161,166050.0
9856,9856,2021.0,11282.0,Colombia,Colombia,1993-02-18,Defender,Left-Back,Left,180.0,JP PACHON SPORTS,TR1,3,2,5568.0,8,1,87,3321000.0
1401,1401,2021.0,16795.0,Spain,Spain,1982-04-22,Attack,Centre-Forward,Right,188.0,Domingo Sevillano Hernández,ES1,58,23,13558.0,28,1,233,1660500.0
5735,5735,2020.0,28643.0,Switzerland,Switzerland,1994-03-14,Midfield,Central Midfield,,179.0,Soccer Mondial AG,BE1,1,2,2508.0,5,0,28,442800.0
2864,2864,2016.0,1053.0,Faroe Islands,Faroe Islands,1992-08-11,Defender,Right-Back,Right,187.0,Danish Football Agency,DK1,1,1,1110.0,1,0,26,442800.0
1924,1924,2016.0,1010.0,UdSSR,Lithuania,1987-12-01,Goalkeeper,,Left,191.0,TG World,GB1,0,0,338.0,0,0,5,664200.0
11329,11329,2021.0,11127.0,Russia,Russia,1993-02-14,Midfield,Central Midfield,Right,183.0,,RU1,5,5,8397.0,20,0,120,1107000.0
10402,10402,2021.0,200.0,Netherlands,Morocco,1997-04-08,Defender,Centre-Back,Right,191.0,Prime11,NL1,0,1,179.0,0,0,3,471090.0
6891,6891,2021.0,607.0,Italy,Italy,1995-12-21,Defender,Centre-Back,Left,188.0,Italian Managers Group s.r.l.,IT1,2,2,3243.0,7,1,36,2767500.0
12398,12398,2019.0,1283.0,Netherlands,Netherlands,2000-10-23,Attack,Centre-Forward,Right,177.0,,NL1,0,0,28.0,0,0,3,55350.0
3195,3195,2014.0,2420.0,Tunisia,Tunisia,1987-07-24,Defender,Centre-Back,Left,180.0,,PO1,0,0,,0,0,5,276750.0
8284,8284,2018.0,29228.0,Guinea-Bissau,Portugal,1998-03-27,Attack,Right Winger,Right,185.0,LA Football Consulting,BE1,1,0,384.0,2,0,7,110700.0
9399,9399,2020.0,5358.0,Spain,Spain,1997-01-22,Midfield,Central Midfield,Right,177.0,Footfeel & Echo Sports,ES1,2,1,2277.0,5,0,32,3874500.0
6081,6081,2021.0,338.0,Ukraine,Ukraine,1994-05-31,Goalkeeper,,Right,196.0,GG11 s.r.l.,UKR1,0,0,8247.0,3,1,92,9963000.0
500,500,2019.0,3.0,Germany,Germany,1988-03-02,Attack,Centre-Forward,Right,192.0,Sports360 GmbH,L1,13,2,3149.0,9,0,57,1107000.0
5238,5238,2016.0,1063.0,Finland,Finland,1992-01-09,Goalkeeper,,Right,190.0,,DK1,0,0,180.0,0,0,2,166050.0
12994,12994,2021.0,48726.0,Ukraine,Ukraine,2001-04-10,Midfield,Central Midfield,Left,176.0,ProStar,UKR1,0,0,,2,0,2,83640.0
4966,4966,2018.0,2410.0,Russia,Russia,1993-04-12,Attack,Centre-Forward,Left,188.0,AKA Global GmbH,RU1,3,0,818.0,1,0,23,442800.0
13768,13768,2021.0,1421.0,,France,2003-10-31,Defender,Right-Back,,178.0,Blas Consulting,FR1,0,0,3.0,0,0,1,221400.0
12900,12900,2021.0,618.0,France,France,1997-03-07,Defender,Right-Back,Right,178.0,2SAgency,FR1,0,0,472.0,0,0,9,664200.0
4816,4816,2021.0,7378.0,Japan,Japan,1995-02-27,Goalkeeper,,Right,185.0,Japan at UK limited,PO1,0,0,180.0,0,0,2,387450.0
302,302,2021.0,511.0,England,England,1986-01-07,Defender,Centre-Back,Left,188.0,,SC1,1,2,4206.0,13,0,50,138990.0
8514,8514,2021.0,7179.0,Italy,Italy,1998-05-30,Midfield,Central Midfield,Right,186.0,GFM,PO1,0,0,24.0,0,0,2,553500.0
8844,8844,2021.0,180.0,France,France,1997-09-22,Defender,Left-Back,Left,173.0,CLK FOOT,GB1,3,9,6737.0,8,0,81,8856000.0
3587,3587,2021.0,1467.0,Cameroon,Switzerland,1990-06-21,Defender,Left-Back,Left,180.0,,TR1,3,5,15301.0,32,2,180,774900.0
13739,13739,2021.0,7775.0,Turkey,Turkey,2003-06-03,Defender,Centre-Back,Right,0.0,,TR1,0,0,1.0,0,0,1,55350.0
8273,8273,2021.0,2861.0,France,France,1995-10-28,Midfield,Central Midfield,Right,168.0,Soccer and more,BE1,5,8,8308.0,29,1,139,553500.0
10074,10074,2021.0,3060.0,Greece,Greece,1999-11-03,Defender,Left-Back,Left,186.0,LA Football Consulting,GR1,0,0,572.0,1,0,10,221400.0
6124,6124,2014.0,6894.0,Turkey,Turkey,1993-01-01,Goalkeeper,,Right,187.0,,TR1,0,0,90.0,0,0,1,83640.0
8263,8263,2019.0,3336.0,Angola,Angola,1995-09-22,Midfield,Defensive Midfield,Right,173.0,,PO1,0,0,1651.0,3,0,22,442800.0
6603,6603,2017.0,1162.0,France,DR Congo,1992-11-09,Attack,Right Winger,Right,183.0,360 Football,FR1,0,0,956.0,5,0,26,332100.0
8887,8887,2021.0,49364.0,Ukraine,Ukraine,1994-06-19,Midfield,Central Midfield,Right,175.0,,UKR1,1,0,247.0,2,0,6,221400.0
11767,11767,2021.0,475.0,Belgium,Belgium,2001-07-24,Midfield,Central Midfield,Left,162.0,Eleven Plus,BE1,0,0,608.0,1,0,16,221400.0
12593,12593,2021.0,1082.0,France,France,2002-04-10,Attack,Right Winger,Left,,GM FOOT,FR1,1,5,536.0,1,0,37,3874500.0
10051,10051,2021.0,252.0,Norway,Norway,1999-11-28,Defender,Centre-Back,Right,184.0,Jim Solbakken,IT1,1,0,1411.0,6,1,17,4428000.0
5373,5373,2021.0,11282.0,Turkey,Turkey,1993-01-11,Defender,Right-Back,,180.0,FOOTALENT,TR1,9,11,4891.0,16,0,103,1992600.0
6654,6654,2019.0,1416.0,Norway,Norway,1991-07-31,Defender,Left-Back,Left,183.0,Keypass AS,FR1,2,4,5919.0,14,0,74,664200.0
1963,1963,2021.0,60.0,France,France,1990-06-22,Defender,Right-Back,Right,180.0,Unique Sports Group,L1,22,28,16986.0,11,0,226,1660500.0
13374,13374,2021.0,6646.0,Turkey,Turkey,2002-11-25,Attack,Centre-Forward,Right,,Golden Goal Sports Management,TR1,0,0,7.0,0,0,1,83640.0
1065,1065,2020.0,931.0,Yugoslavia (Republic),Serbia,1994-09-16,Attack,Centre-Forward,Right,189.0,Pini Zahavi,GB1,44,16,10161.0,23,2,144,19926000.0
11896,11896,2021.0,41274.0,,Mali,2000-12-25,Midfield,Central Midfield,,183.0,,BE1,5,2,2703.0,7,0,42,2214000.0
358,358,2019.0,38.0,Austria,Austria,1987-04-16,Defender,Left-Back,Left,179.0,GRASS IS GREEN,L1,6,7,7596.0,16,0,96,553500.0
2425,2425,2018.0,19771.0,France,Mali,1990-03-20,Midfield,Defensive Midfield,Left,183.0,,TR1,2,0,8162.0,20,0,101,664200.0
2106,2106,2021.0,800.0,Colombia,Colombia,1991-04-01,Attack,Centre-Forward,Right,189.0,"Villarreal, Schena & Hansen",IT1,117,51,19654.0,25,0,290,30996000.0
5334,5334,2021.0,2503.0,Portugal,Portugal,1990-09-27,Defender,Left-Back,Left,178.0,Proeleven S.A.,PO1,4,8,15109.0,19,1,190,442800.0
4027,4027,2017.0,1010.0,Peru,Peru,1991-06-14,Attack,Right Winger,Right,180.0,REDDE,GB1,9,24,5750.0,14,0,101,5535000.0
9432,9432,2021.0,1467.0,Turkey,Turkey,1997-06-24,Defender,Right-Back,Right,183.0,EMG Mundial,TR1,0,1,2098.0,4,0,32,608850.0
1852,1852,2021.0,2687.0,Spain,Spain,1989-11-26,Defender,Centre-Back,Right,186.0,,ES1,6,5,8116.0,42,0,99,996300.0
1408,1408,2016.0,897.0,Spain,Spain,1985-03-22,Defender,Right-Back,Right,171.0,Universal Sport,ES1,0,0,3752.0,10,1,54,110700.0
7896,7896,2016.0,1533.0,Spain,Angola,1994-02-27,Attack,Right Winger,Right,186.0,The WINNER TEAM,ES1,0,0,61.0,2,0,1,276750.0
9602,9602,2021.0,167.0,Switzerland,Switzerland,1998-08-05,Attack,Left Winger,Right,179.0,IFM,L1,15,9,6352.0,14,1,95,8856000.0
6011,6011,2021.0,131.0,Spain,Spain,1996-01-25,Attack,Right Winger,Right,178.0,Gestifute,ES1,12,23,11174.0,9,0,200,22140000.0
4741,4741,2020.0,4083.0,Italy,Italy,1992-01-01,Midfield,Right Midfield,Right,177.0,Promoesport,IT1,1,4,2628.0,2,0,35,1107000.0
11068,11068,2019.0,3329.0,Spain,Spain,1999-08-30,Defender,Left-Back,Left,185.0,Footfeel & Echo Sports,PO1,0,2,1735.0,5,0,27,1660500.0
7263,7263,2021.0,2687.0,Spain,Spain,1993-04-23,Defender,Right-Back,Right,170.0,Niagara Sports Company,ES1,0,3,4181.0,5,0,60,1660500.0
7528,7528,2018.0,2700.0,Russia,Russia,1996-08-16,Attack,Centre-Forward,,188.0,InFootball,RU1,3,0,1791.0,4,0,46,221400.0
4171,4171,2016.0,982.0,Venezuela,Venezuela,1992-04-09,Attack,Centre-Forward,Right,187.0,EliteSportsManagement,PO1,1,0,1085.0,1,1,24,1328400.0
5005,5005,2016.0,1301.0,Iran,Iran,1988-05-02,Goalkeeper,,Right,193.0,Arvand Sport,PO1,0,0,2395.0,2,1,28,221400.0
6602,6602,2021.0,720.0,Brazil,Brazil,1993-07-20,Defender,Left-Back,Left,,,PO1,9,17,21530.0,76,3,273,5535000.0
10082,10082,2019.0,235.0,Netherlands,Netherlands,1999-05-09,Attack,Centre-Forward,Right,181.0,SEG,NL1,8,6,2407.0,2,0,50,637140.0
11967,11967,2020.0,23611.0,Yugoslavia (Republic),Kosovo,1996-02-28,Goalkeeper,,Right,204.0,ProStar,UKR1,0,0,1318.0,0,0,16,305040.0
12402,12402,2021.0,79.0,France,France,2002-03-29,Midfield,Defensive Midfield,Right,183.0,YA'ATS SPORTS,L1,0,0,328.0,3,1,10,1992600.0
6523,6523,2021.0,1519.0,Scotland,Scotland,1995-08-10,Attack,Centre-Forward,Right,185.0,StormSportsX,SC1,15,10,5035.0,6,0,78,774900.0
13469,13469,2019.0,2578.0,England,England,1999-06-26,Attack,Right Winger,Right,176.0,37 Sport,SC1,0,0,5.0,0,0,1,442800.0
12362,12362,2021.0,3057.0,France,Mali,2000-11-10,Defender,Centre-Back,Right,188.0,BMVP,BE1,1,0,1911.0,9,0,25,1328400.0
11526,11526,2021.0,2441.0,Bosnia-Herzegovina,Bosnia-Herzegovina,2001-09-06,Defender,Right-Back,Right,182.0,BOLA MANAGEMENT,GR1,0,0,234.0,0,0,4,276750.0
13614,13614,2021.0,3508.0,The Gambia,The Gambia,2001-11-03,Attack,Left Winger,Right,0.0,,BE1,0,0,643.0,4,0,18,442800.0
12697,12697,2021.0,618.0,France,France,2002-07-15,Attack,Attacking Midfield,Right,181.0,Sport Cover,FR1,2,9,2867.0,4,0,70,6642000.0
11338,11338,2017.0,41.0,Germany,Germany,2000-12-11,Defender,Right-Back,Right,187.0,FTC,L1,0,0,20.0,0,0,1,3321000.0
5358,5358,2016.0,6.0,Germany,Turkey,1992-10-22,Attack,Centre-Forward,Left,192.0,DEMIRKIRAN SOCCER,TR1,3,1,779.0,1,0,22,305040.0
11276,11276,2021.0,678.0,Germany,Germany,2000-11-29,Defender,Centre-Back,Right,196.0,ROGON,DK1,1,0,2078.0,3,0,27,1107000.0
4310,4310,2018.0,498.0,Belarus,Belarus,1992-03-05,Attack,Centre-Forward,Right,187.0,NESTA SPORT GROUP,BE1,1,3,900.0,2,0,19,110700.0
2061,2061,2021.0,1091.0,Belgium,Morocco,1990-08-21,Attack,Attacking Midfield,Right,185.0,BSM,GR1,18,29,12998.0,54,2,217,1328400.0
3628,3628,2021.0,338.0,UdSSR,Ukraine,1991-05-02,Midfield,Defensive Midfield,Right,189.0,ProStar,UKR1,18,17,,65,1,239,5535000.0
3747,3747,2021.0,398.0,Spain,Spain,1993-04-17,Defender,Centre-Back,Right,184.0,P&P Sport Management S.A.M.,IT1,3,6,10347.0,34,1,155,6088500.0
2071,2071,2021.0,605.0,Spain,Spain,1988-08-16,Midfield,Central Midfield,Right,178.0,José Vicente Simeón,GR1,8,9,7830.0,18,1,110,387450.0
3607,3607,2019.0,1426.0,Netherlands,Netherlands,1992-02-16,Attack,Left Winger,Right,179.0,Key United,NL1,11,13,7553.0,9,2,132,442800.0
7888,7888,2021.0,1108.0,Spain,Spain,1993-10-16,Attack,Left Winger,Left,176.0,Promoesport,ES1,7,8,7092.0,10,0,104,3321000.0
4841,4841,2017.0,7378.0,Spain,Spain,1992-07-07,Midfield,Defensive Midfield,Right,182.0,TACTIC GRUP - OROBITG,PO1,1,1,3054.0,10,0,52,553500.0
8986,8986,2021.0,43.0,England,England,1997-03-24,Attack,Left Winger,Left,175.0,Omni-Sports,SC1,4,4,1417.0,3,0,32,498150.0
3126,3126,2018.0,3999.0,Greece,Greece,1991-09-25,Attack,Right Winger,Both,177.0,,GR1,1,3,943.0,4,0,30,276750.0
8357,8357,2018.0,7179.0,Brazil,Brazil,1989-04-16,Defender,Centre-Back,Right,181.0,,PO1,4,0,3396.0,10,3,47,83640.0
10105,10105,2021.0,1082.0,United States,United States,2000-02-22,Attack,Centre-Forward,Right,185.0,BS Group - BS Law,FR1,14,7,,7,1,93,13284000.0
12210,12210,2019.0,1085.0,South Africa,South Africa,1997-06-22,Attack,Right Winger,Both,,CrossOva,PO1,0,0,156.0,0,0,7,387450.0
5235,5235,2014.0,932.0,Russia,Russia,1994-02-05,Defender,Right-Back,Right,177.0,,RU1,0,0,90.0,0,0,1,110700.0
8240,8240,2021.0,10484.0,,Senegal,1991-12-31,Attack,Right Winger,Right,184.0,Libera Sports,TR1,31,12,10384.0,10,1,154,2214000.0
1717,1717,2017.0,124.0,England,England,1991-01-02,Attack,Left Winger,Right,179.0,Beswicks Sports Ltd,SC1,3,2,737.0,2,0,22,110700.0
1871,1871,2015.0,19771.0,Netherlands,Turkey,1988-01-29,Attack,Left Winger,Right,176.0,Marco Kirdemir,TR1,2,0,879.0,0,0,23,28290.0
9455,9455,2019.0,1416.0,France,France,1998-02-05,Goalkeeper,,Right,186.0,GM FOOT,FR1,0,0,1112.0,1,0,13,332100.0
12494,12494,2019.0,128.0,Germany,Greece,2001-03-15,Defender,Left-Back,Left,182.0,,GR1,0,0,45.0,0,0,1,55350.0
11755,11755,2018.0,132.0,Netherlands,Netherlands,2000-05-08,Defender,Left-Back,Left,175.0,BJV International,NL1,0,0,180.0,0,0,2,305040.0
3802,3802,2021.0,6890.0,Austria,Austria,1993-06-09,Midfield,Central Midfield,Left,185.0,HAGMAYR Sportmanagement,TR1,4,7,3710.0,10,0,58,1660500.0
4210,4210,2016.0,873.0,England,England,1992-09-09,Defender,Left-Back,Left,185.0,Footfeel & Echo Sports,GB1,0,1,395.0,0,0,11,885600.0
12691,12691,2021.0,167.0,Denmark,Denmark,2001-01-04,Defender,Centre-Back,Left,186.0,Nordic Sky,L1,1,0,3412.0,6,0,43,1107000.0
6203,6203,2021.0,1237.0,England,England,1995-01-04,Defender,Centre-Back,Right,190.0,YMU Group,GB1,7,1,6850.0,13,0,84,19926000.0
11970,11970,2021.0,1025.0,Argentina,Argentina,1998-06-28,Midfield,Central Midfield,Right,179.0,Interplayers,IT1,2,4,4227.0,18,0,75,14391000.0
11780,11780,2019.0,989.0,England,Wales,1997-11-05,Defender,Centre-Back,Right,190.0,Volenti,GB1,1,1,2051.0,2,0,29,5535000.0
1661,1661,2018.0,190.0,Czech Republic,Czech Republic,1994-03-14,Defender,Centre-Back,Right,190.0,TOP SPORT MANAGEMENT,DK1,3,0,3832.0,4,0,44,553500.0
9952,9952,2021.0,368.0,Spain,Spain,1997-06-18,Attack,Centre-Forward,Right,191.0,Gestifute,ES1,29,1,5687.0,11,0,94,17712000.0
686,686,2015.0,43.0,Poland,Poland,1988-01-26,Defender,Centre-Back,Both,,,SC1,0,0,2049.0,11,1,25,166050.0
6309,6309,2021.0,1531.0,Uruguay,Uruguay,1994-07-21,Defender,Left-Back,Left,176.0,Sport Business,ES1,3,11,7588.0,17,0,87,2767500.0
1642,1642,2016.0,989.0,Northern Ireland,Ireland,1990-07-10,Midfield,Central Midfield,Right,168.0,Integral Sports Management,GB1,0,1,990.0,2,0,19,221400.0
9595,9595,2018.0,5724.0,Denmark,Denmark,1999-08-03,Attack,Centre-Forward,,189.0,Supervision Management,DK1,4,1,,1,0,27,194340.0
3014,3014,2015.0,339.0,Brazil,Brazil,1990-04-04,Defender,Centre-Back,Right,190.0,MAURICIO CHIODIN,UKR1,2,1,6985.0,17,1,81,110700.0
4813,4813,2018.0,130.0,Italy,Italy,1989-08-16,Attack,Left Winger,Right,169.0,TMP SOCCER srl ,IT1,4,4,2419.0,2,0,44,305040.0
2428,2428,2018.0,2722.0,Italy,Italy,1984-09-08,Attack,Centre-Forward,Right,180.0,PLAYER MANAGEMENT SRL,IT1,16,6,4876.0,1,0,70,332100.0
10786,10786,2021.0,418.0,Ukraine,Ukraine,1999-02-11,Goalkeeper,,Right,191.0,,ES1,0,0,5914.0,4,0,65,2767500.0
7370,7370,2020.0,4083.0,Italy,Italy,1992-06-06,Goalkeeper,,Right,190.0,QUAN SPORTS MANAGEMENT ITALIA,IT1,0,0,483.0,1,0,6,221400.0
6091,6091,2018.0,1269.0,Netherlands,Netherlands,1994-06-13,Goalkeeper,,Left,188.0,Muy Manero,NL1,0,0,10182.0,1,2,115,332100.0
12454,12454,2019.0,1005.0,Italy,Italy,2001-04-06,Midfield,Defensive Midfield,Right,175.0,CAA Base Ltd,IT1,0,0,15.0,0,0,1,221400.0
749,749,2019.0,36.0,Chile,Chile,1988-06-12,Defender,Right-Back,Right,176.0,AIM fútbol,TR1,3,24,13766.0,30,1,173,553500.0
131,131,2015.0,167.0,Germany,Germany,1985-03-20,Attack,Centre-Forward,,185.0,,L1,2,1,420.0,1,0,17,138990.0
6178,6178,2018.0,3714.0,Kyrgyzstan,Kyrgyzstan,1992-10-12,Defender,Left-Back,Left,185.0,FM Sports Agency,RU1,2,0,2418.0,2,0,27,830250.0
5226,5226,2019.0,1245.0,Iran,Iran,1987-09-16,Midfield,Defensive Midfield,Right,178.0,KT agency,BE1,0,1,1571.0,6,0,18,442800.0
2431,2431,2021.0,2832.0,Turkey,Turkey,1992-01-10,Attack,Centre-Forward,Right,180.0,FOOTALENT,TR1,51,16,12775.0,27,0,198,1549800.0
9512,9512,2017.0,964.0,Russia,Russia,1998-01-16,Attack,Attacking Midfield,Right,173.0,prosm,RU1,0,0,21.0,0,0,1,221400.0
11227,11227,2018.0,498.0,Spain,Spain,1997-12-17,Defender,Centre-Back,Right,188.0,,BE1,1,0,1373.0,4,0,19,526440.0
1068,1068,2021.0,368.0,Brazil,Brazil,1987-07-25,Midfield,Defensive Midfield,Right,183.0,,ES1,15,17,19883.0,73,0,263,4428000.0
11542,11542,2021.0,200.0,Netherlands,Netherlands,2000-05-10,Goalkeeper,,Right,,Prime11,NL1,0,0,1215.0,1,0,14,996300.0
4630,4630,2017.0,169.0,Yugoslavia (Republic),Kosovo,1992-08-08,Attack,Attacking Midfield,Left,172.0,Colacino Management,GR1,0,1,550.0,1,0,13,221400.0
12526,12526,2021.0,969.0,Brazil,Brazil,1999-03-10,Defender,Centre-Back,Right,186.0,Bertolucci Sports,FR1,0,0,854.0,3,0,16,2214000.0
5837,5837,2021.0,124.0,Sweden,Sweden,1993-04-22,Defender,Centre-Back,Left,192.0,MD Management,SC1,9,0,12231.0,23,0,146,3874500.0
6835,6835,2021.0,475.0,Ukraine,Ukraine,1992-10-23,Attack,Centre-Forward,Right,183.0,ProStar,BE1,21,8,4203.0,8,0,61,387450.0
7397,7397,2020.0,2425.0,Portugal,Portugal,1997-07-18,Attack,Attacking Midfield,Right,168.0,Gestifute,PO1,3,1,3223.0,6,0,67,830250.0
1675,1675,2021.0,2375.0,Chile,Chile,1991-05-23,Attack,Attacking Midfield,Left,176.0,UNOSPORTS ,TR1,3,4,1971.0,10,0,27,2214000.0
12448,12448,2017.0,3709.0,Spain,Spain,1995-09-19,Midfield,Central Midfield,,188.0,MESAS SPORT,ES1,0,0,112.0,0,0,2,276750.0
6575,6575,2018.0,180.0,England,England,1995-09-15,Attack,Centre-Forward,Right,193.0,Crown Football Talent Ltd.,GB1,0,0,305.0,1,0,9,3874500.0
6144,6144,2018.0,6574.0,Italy,Italy,1995-09-23,Attack,Centre-Forward,Right,186.0,TMP SOCCER srl ,IT1,0,0,18.0,0,0,1,553500.0
5835,5835,2016.0,4603.0,Uruguay,Uruguay,1991-01-19,Attack,Left Winger,Right,175.0,MJF,GR1,1,1,1188.0,4,0,20,276750.0
2004,2004,2021.0,3368.0,Spain,Spain,1987-04-26,Defender,Right-Back,Right,176.0,Gesport Espizua SL,ES1,23,9,13194.0,35,0,186,664200.0
10089,10089,2021.0,202.0,Sweden,Sweden,1998-06-04,Attack,Attacking Midfield,Left,185.0,Universal Sports Group,NL1,2,2,1105.0,1,0,20,1328400.0
2756,2756,2021.0,468.0,Germany,Germany,1993-10-22,Attack,Centre-Forward,Right,184.0,Stephan Engels,NL1,7,8,3848.0,8,0,84,498150.0
4538,4538,2019.0,121.0,Ghana,Ghana,1990-05-25,Midfield,Defensive Midfield,Right,186.0,Fabryka Futbolu,RU1,4,1,5868.0,24,1,75,166050.0
4187,4187,2019.0,1123.0,Switzerland,Switzerland,1992-08-08,Attack,Centre-Forward,Right,184.0,Sports360 GmbH,GB1,15,6,,5,1,119,3321000.0
6633,6633,2016.0,43.0,Spain,Spain,1990-11-17,Attack,Centre-Forward,Right,188.0,ACSM,SC1,20,7,,19,1,68,774900.0
6460,6460,2015.0,21957.0,England,England,1995-03-17,Attack,Centre-Forward,Right,182.0,,GR1,0,0,670.0,0,0,15,83640.0
4331,4331,2021.0,1096.0,Switzerland,Switzerland,1994-07-19,Attack,Centre-Forward,Right,190.0,Soccer Mondial AG,BE1,43,9,7634.0,15,0,108,5535000.0
13673,13673,2021.0,347.0,,Senegal,2002-01-05,Midfield,Defensive Midfield,Right,180.0,Extra Time Sports U.K.,FR1,0,0,605.0,4,0,12,885600.0
5982,5982,2019.0,683.0,Portugal,Portugal,1993-02-26,Midfield,Central Midfield,,185.0,Ulisses Santos - US11,GR1,3,4,7352.0,16,0,102,885600.0
7517,7517,2021.0,5.0,Italy,Italy,1996-12-06,Defender,Right-Back,Right,176.0,YOU FIRST,IT1,7,13,14137.0,32,1,184,27675000.0
6808,6808,2017.0,417.0,Madagascar,Madagascar,1996-09-09,Midfield,Defensive Midfield,Right,176.0,G.A.M.K. Management,FR1,0,0,999.0,4,0,23,83640.0
13578,13578,2021.0,618.0,France,France,2002-05-30,Attack,Right Winger,Right,168.0,Frederic Guerra Player Agent,FR1,0,0,,0,0,19,664200.0
1957,1957,2019.0,3729.0,UdSSR,Russia,1988-08-07,Midfield,Central Midfield,Left,181.0,ESA,RU1,4,4,2852.0,14,0,49,55350.0
4552,4552,2021.0,678.0,Zaire,Belgium,1994-10-13,Defender,Right-Back,Right,178.0,Quadrans,DK1,0,7,5760.0,9,0,78,553500.0
9840,9840,2021.0,681.0,Spain,Spain,1997-03-30,Defender,Centre-Back,Right,181.0,Wasserman,ES1,3,7,13035.0,40,0,178,16605000.0
6501,6501,2017.0,5724.0,Finland,Finland,1991-07-03,Attack,Centre-Forward,Left,197.0,Sports Promotion Group,DK1,4,0,621.0,0,0,12,221400.0
6050,6050,2021.0,2727.0,Iceland,Iceland,1995-02-18,Goalkeeper,,Right,186.0,ICM Stellar Sports,BE1,0,0,9283.0,1,0,106,1328400.0
1279,1279,2015.0,39.0,Germany,Germany,1990-01-27,Midfield,Central Midfield,Right,186.0,NOACK SPORTS GmbH,L1,0,0,984.0,1,0,20,387450.0
11126,11126,2021.0,1095.0,South Africa,South Africa,1996-01-28,Attack,Centre-Forward,Right,182.0,MDC Advisors,FR1,20,7,4809.0,5,0,86,2214000.0
9084,9084,2019.0,465.0,Scotland,Scotland,1996-02-07,Defender,Centre-Back,Right,188.0,PLG Scotland,SC1,0,0,3259.0,7,0,39,332100.0
4799,4799,2018.0,4.0,CSSR,Czech Republic,1992-03-11,Midfield,Defensive Midfield,Right,186.0,SPOCS Global Sports,L1,0,0,1803.0,5,0,24,221400.0
3485,3485,2017.0,1506.0,Turkey,Turkey,1986-08-04,Attack,Centre-Forward,Right,177.0,GPA Turkey,TR1,5,1,1742.0,3,1,40,110700.0
7301,7301,2016.0,2079.0,Greece,Greece,1988-10-05,Attack,Centre-Forward,Right,182.0,Sportseleven Berlin,GR1,0,0,1118.0,3,0,17,166050.0
9907,9907,2018.0,19657.0,,Denmark,1998-05-22,Defender,Centre-Back,,191.0,SEG,DK1,1,0,2016.0,2,0,23,221400.0
5184,5184,2021.0,41231.0,Cote d'Ivoire,Cote d'Ivoire,1996-09-29,Midfield,Central Midfield,Right,180.0,TTMIB Worldwide,RU1,2,5,8149.0,22,3,130,2988900.0
5921,5921,2021.0,1123.0,England,England,1996-01-22,Goalkeeper,,Right,196.0,Triple S Sports,GB1,0,0,3540.0,0,0,39,3321000.0
13407,13407,2021.0,2457.0,Portugal,Portugal,2001-05-25,Defender,Left-Back,Left,182.0,Element Twelve,PO1,2,3,2313.0,9,0,40,774900.0
4625,4625,2015.0,39.0,Germany,Germany,1996-11-30,Attack,Left Winger,Left,170.0,Libera Sports,L1,0,0,9.0,0,0,1,719550.0
3515,3515,2021.0,379.0,France,France,1993-02-27,Goalkeeper,,Right,195.0,Mino Raiola,GB1,0,0,20271.0,6,0,226,9963000.0
1113,1113,2016.0,15.0,Australia,Australia,1988-10-05,Attack,Left Winger,Right,179.0,JB Sports2Business GmbH,L1,0,1,,2,0,29,387450.0
11802,11802,2019.0,265.0,Greece,Greece,2001-03-14,Attack,Attacking Midfield,,182.0,SPORTS CONNECTION,GR1,0,0,231.0,1,0,9,166050.0
12897,12897,2020.0,982.0,Brazil,Brazil,1999-08-10,Attack,Right Winger,Right,179.0,Live Soccer,PO1,1,0,26.0,0,0,2,166050.0
6235,6235,2017.0,19789.0,Brazil,Brazil,1994-11-08,Defender,Centre-Back,Left,188.0,Vergette Sports,TR1,2,0,2936.0,12,0,47,6642000.0
2069,2069,2021.0,1050.0,Spain,Spain,1990-11-24,Defender,Right-Back,Right,180.0,Toreta d.o.o.,ES1,9,19,23777.0,58,0,291,3321000.0
12152,12152,2021.0,367.0,Spain,Spain,1994-08-20,Midfield,Central Midfield,Right,177.0,Promoesport,ES1,0,0,3038.0,12,0,42,2767500.0
3536,3536,2021.0,1123.0,Scotland,Scotland,1991-11-20,Defender,Centre-Back,Right,188.0,PLG,GB1,1,0,4371.0,7,0,50,3874500.0
397,397,2021.0,607.0,Cape Verde,Portugal,1986-11-17,Attack,Left Winger,Both,177.0,PPSM,IT1,37,34,11024.0,38,0,162,1107000.0
4733,4733,2019.0,19.0,Italy,Italy,1994-03-25,Midfield,Central Midfield,Right,180.0,GP Soccer and Management Srl,IT1,1,1,2275.0,7,0,26,2435400.0
10390,10390,2017.0,4171.0,Italy,Italy,1999-09-24,Midfield,Central Midfield,Right,175.0,BDN,IT1,0,0,3.0,0,0,1,55350.0
